0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,label
0.003333994885906577,0.003333994885906577,0.003333994885906577,0.003333994885906577,0.003333994885906577,0.9366540908813477,0.0033339951187372208,0.003333994885906577,0.003333994885906577,0.003333994885906577,0.003333994885906577,0.003333994885906577,0.003333994885906577,0.003333994885906577,0.003333994885906577,0.003333994885906577,0.003333994885906577,0.003333994885906577,0.003333994885906577,0.003333994885906577,0
0.000862239277921617,0.000862239277921617,0.000862239277921617,0.0008622393361292779,0.000862239277921617,0.7110152244567871,0.000862239277921617,0.000862239277921617,0.23343832790851593,0.000862239277921617,0.000862239277921617,0.000862239277921617,0.000862239277921617,0.000862239277921617,0.000862239277921617,0.000862239277921617,0.000862239277921617,0.000862239277921617,0.000862239277921617,0.04088832437992096,0
0.0041677518747746944,0.0041677518747746944,0.0041677518747746944,0.0041677518747746944,0.0041677518747746944,0.0041677518747746944,0.0041677518747746944,0.0041677518747746944,0.4246878921985626,0.0041677518747746944,0.0041677518747746944,0.0041677518747746944,0.0041677518747746944,0.0041677518747746944,0.5002925992012024,0.0041677518747746944,0.0041677518747746944,0.0041677518747746944,0.0041677518747746944,0.0041677518747746944,0
0.0026320668403059244,0.0026320668403059244,0.0026320668403059244,0.0026320668403059244,0.0026320668403059244,0.6356889009475708,0.0026320668403059244,0.18930739164352417,0.0026320668403059244,0.0026320668403059244,0.0026320668403059244,0.0026320668403059244,0.0026320668403059244,0.0026320668403059244,0.0026320668403059244,0.0026320668403059244,0.0026320668403059244,0.0026320668403059244,0.0026320668403059244,0.13025857508182526,0
0.0004065787943545729,0.0004065787943545729,0.0004065787943545729,0.0004065787943545729,0.0004065787943545729,0.9412465691566467,0.0004065787943545729,0.0004065787943545729,0.029189154505729675,0.0004065787943545729,0.0004065787943545729,0.0004065787943545729,0.0004065787943545729,0.0004065787943545729,0.0004065787943545729,0.0004065787943545729,0.0004065787943545729,0.02265244722366333,0.0004065787943545729,0.0004065787943545729,0
0.0010639578104019165,0.0010639578104019165,0.0010639578104019165,0.0010639578104019165,0.0010639578104019165,0.9797847867012024,0.0010639578104019165,0.0010639578104019165,0.0010639578104019165,0.0010639578104019165,0.0010639578104019165,0.0010639578104019165,0.0010639578104019165,0.0010639578104019165,0.0010639578104019165,0.0010639578104019165,0.0010639578104019165,0.0010639578104019165,0.0010639578104019165,0.0010639578104019165,0
0.001515396754257381,0.001515396754257381,0.001515396754257381,0.001515396754257381,0.001515396754257381,0.001515396754257381,0.001515396754257381,0.001515396754257381,0.001515396754257381,0.001515396754257381,0.001515396754257381,0.001515396754257381,0.001515396754257381,0.001515396754257381,0.47830456495285034,0.001515396754257381,0.001515396754257381,0.1355729103088379,0.001515396754257381,0.3603607714176178,0
0.001282218610867858,0.001282218610867858,0.001282218610867858,0.001282218610867858,0.001282218610867858,0.001282218610867858,0.001282218610867858,0.001282218610867858,0.001282218610867858,0.001282218610867858,0.001282218610867858,0.001282218610867858,0.001282218610867858,0.001282218610867858,0.38771960139274597,0.001282218610867858,0.001282218610867858,0.001282218610867858,0.001282218610867858,0.5892004370689392,0
0.0007247686153277755,0.0007247685571201146,0.0007247685571201146,0.0007247685571201146,0.0007247685571201146,0.6119495630264282,0.0007247685571201146,0.0007247685571201146,0.0007247685571201146,0.0007247685571201146,0.0007247686153277755,0.0007247685571201146,0.0007247685571201146,0.0219857357442379,0.0007247685571201146,0.0007247685571201146,0.0007247685571201146,0.0007247685571201146,0.0007247685571201146,0.3537435829639435,0
0.0003732302284333855,0.0003732302284333855,0.08174767345190048,0.0003732302284333855,0.0003732302284333855,0.6729891896247864,0.034769207239151,0.0003732302284333855,0.09706921130418777,0.02543570287525654,0.0003732302284333855,0.0003732302284333855,0.0003732302284333855,0.0003732302284333855,0.0003732302284333855,0.0003732302284333855,0.0003732302284333855,0.0003732302284333855,0.0003732302284333855,0.08276375383138657,0
